figure,cross-section_name,id,sample,unit,lithology,longitude,latitude,elevation,age,pooled_age,mean_age,age_error_1s,age_error_pooled_1s,age_error_mean_1s,age_error_2s_plus,age_error_2s_minus,system,reference
,,,7_04,,,120.861,24.079,331.763,,61,69.5,,4.1,10.5,,,AFT,Lock_2007(PhD Thesis)
,,,8_04,,,120.858,24.08,337.971,,37.8,62.4,,3.2,9.7,,,AFT,Lock_2007(PhD Thesis)
,,,2_04,,,120.857,24.11,730.6,,41.1,,,3.1,,,,AFT,Lock_2007(PhD Thesis)
,,,1_04,,,120.849,24.112,915.859,,61.1,,,5.4,,,,AFT,Lock_2007(PhD Thesis)
,,,23_04,,,121.123,24.254,1285.68,,0.702,1.52,,0.28,1.49,,,AFT,Lock_2007(PhD Thesis)
,,,13-05,,,121.58,24.848,263.53,,1.64,,,0.55,,,,AFT,Lock_2007(PhD Thesis)
,,,14-05,,,121.549,24.862,164.39,,1.17,,,0.52,,,,AFT,Lock_2007(PhD Thesis)
,,,12_05,,,121.539,24.894,72.63,,2.28,,,0.69,,,,AFT,Lock_2007(PhD Thesis)
,,,10_05,,,121.51,24.906,507.2,,3.65,,,0.98,,,,AFT,Lock_2007(PhD Thesis)
,,,9_05,,,121.505,24.911,447.16,,3.85,,,3.85,,,,AFT,Lock_2007(PhD Thesis)
,,,11_05,,,121.527,24.914,49.16,,1.87,,,1.88,,,,AFT,Lock_2007(PhD Thesis)
,,,8_05,,,121.499,24.92,257.22,,6.27,,,0.89,,,,AFT,Lock_2007(PhD Thesis)
,,,5_05,,,121.47,24.925,75.1,,14.3,,,14.4,,,,AFT,Lock_2007(PhD Thesis)
,,,4_05,,,121.47,24.928,315.39,,9.86,,,3.32,,,,AFT,Lock_2007(PhD Thesis)
,,,7_05,,,121.474,24.988,16.78,,2.49,,,0.49,,,,AFT,Lock_2007(PhD Thesis)
,,,1_05,,,121.371,24.991,188.66,,156,,,18,,,,AFT,Lock_2007(PhD Thesis)
,,,2_05,,,121.361,24.997,176.18,,20.5,,,1.8,,,,AFT,Lock_2007(PhD Thesis)
,,,3_05,,,121.359,25,201.41,,51.8,,,2.9,,,,AFT,Lock_2007(PhD Thesis)
,,,MT-403,,meta-sandstone,120.9,23.79,,19.7,,,,,,4,-3.3,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,MT-402,,meta-sandstone,121,23.79,,3.3,,,,,,0.6,-0.5,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,MT-401,,meta-sandstone,121.03,23.78,,2.4,,,,,,0.5,-0.4,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,NH-207,,sandstone,121.36,24.78,,53.8,,,,,,11.3,-9.2,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,NH-206,,sandstone,121.37,24.7,,29.1,,,,,,6.8,-5.5,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,NH-205,,sandstone,121.37,24.69,,14.2,,,,,,2.9,-2.5,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,NH-204,,meta-sandstone,121.45,24.64,,6.4,,,,,,1.1,-1,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,NH-203,,meta-sandstone,121.46,24.65,,4.6,,,,,,1.1,-0.9,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,NH-202,,meta-sandstone,121.51,24.61,,3.5,,,,,,1,-0.8,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,NH-201,,meta-sandstone,121.52,24.62,,3.7,,,,,,0.9,-0.7,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,CH-301,,gneiss,121.58,24.17,,1.1,,,,,,0.2,-0.2,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,CH-302,,siliceous schist,121.48,24.21,,0.9,,,,,,0.2,-0.2,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,CH-303,,siliceous schist,121.38,24.17,,1.8,,,,,,0.2,-0.2,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,CH-304,,meta-sandstone,121.36,24.18,,2.5,,,,,,0.4,-0.3,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,CH-305,,meta-sandstone,121.29,24.23,,13.2,,,,,,2.6,-2.2,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,CH-306,,slate,121.25,24.26,,20.8,,,,,,4.4,-3.6,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,CH-307,,meta-sandstone,121.18,24.26,,2.7,,,,,,0.4,-0.4,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,CH-308,,meta-sandstone,121.14,24.25,,2.9,,,,,,0.6,-0.5,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,CH-309,,meta-sandstone,121.06,24.23,,2.6,,,,,,0.4,-0.3,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,CH-310,,meta-sandstone,121.02,24.18,,16.2,,,,,,2.8,-2.4,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SH-507,,sandstone,120.8,23.21,,31.9,,,,,,13.5,-9.2,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SH-506,,meta-sandstone,120.83,23.28,,30,,,,,,6.3,-5.2,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SH-505,,meta-sandstone,120.85,23.29,,6.2,,,,,,3.6,-2.4,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SH-504,,quartzite,120.95,23.27,,1.7,,,,,,0.3,-0.3,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SH-503,,quartzite,121,23.23,,1.2,,,,,,0.3,-0.2,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SH-502,,quartzite,121.07,23.14,,3,,,,,,0.9,-0.7,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SH-501,,siliceous schist,121.12,23.14,,1.2,,,,,,0.3,-0.3,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SR-601,,meta-sandstone,120.97,22.56,,6,,,,,,1.3,-2.1,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SR-602,,meta-sandstone,120.89,22.34,,44.4,,,,,,6.1,-5.4,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SR-603,,meta-sandstone,120.86,22.29,,62.5,,,,,,18,-13.6,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SR-604,,meta-sandstone,120.78,22.22,,52.7,,,,,,9.9,-8.3,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,SR-606,,meta-sandstone,120.74,22.2,,100.1,,,,,,13.2,-11.8,ZFT,Fuller_2006(Tectonophysics) → Liu_2001(Earth_&_Planetary_Science_Letters) *6 *7
,,,24_04,,,120.655,23.022,279.43,2.7,,,0.08,,,,,AHe,Lock_2007(PhD Thesis)
,,,24_04,,,120.655,23.022,279.43,4.2,,,0.125,,,,,AHe,Lock_2007(PhD Thesis)
,,,28_04,,,120.648,23.031,297.475,2.876,,,0.199,,,,,AHe,Lock_2007(PhD Thesis)
,,,28_04,,,120.648,23.031,297.475,1.228,,,0.2375,,,,,AHe,Lock_2007(PhD Thesis)
,,,28_04,,,120.648,23.031,297.475,0.969,,,0.1925,,,,,AHe,Lock_2007(PhD Thesis)
,,,23_01,,,120.65,23.034,330.38,0.705,,,0.4685,,,,,AHe,Lock_2007(PhD Thesis)
,,,23_01,,,120.65,23.034,330.38,1.552,,,0.137,,,,,AHe,Lock_2007(PhD Thesis)
,,,23_01,,,120.65,23.034,330.38,0.968,,,10.2285,,,,,AHe,Lock_2007(PhD Thesis)
,,,20_01,,,120.544,23.071,304.01,0.416,,,0.022,,,,,AHe,Lock_2007(PhD Thesis)
,,,20_01,,,120.544,23.071,304.01,0.273,,,0.0145,,,,,AHe,Lock_2007(PhD Thesis)
,,,20_01,,,120.544,23.071,304.01,0.027,,,0.025,,,,,AHe,Lock_2007(PhD Thesis)
,,,20_01,,,120.544,23.071,304.01,1.405,,,0.042,,,,,AHe,Lock_2007(PhD Thesis)
,,,33_04,,,120.604,23.086,314.085,1.1,,,0.034,,,,,AHe,Lock_2007(PhD Thesis)
,,,29_04,,,120.51,23.092,175.081,1.6,,,0.049,,,,,AHe,Lock_2007(PhD Thesis)
,,,29_04,,,120.51,23.092,175.081,1.5,,,0.045,,,,,AHe,Lock_2007(PhD Thesis)
,,,29_04,,,120.51,23.092,175.081,0.8,,,0.0245,,,,,AHe,Lock_2007(PhD Thesis)
,,,32_04,,,120.528,23.097,157.39,1.3,,,0.0395,,,,,AHe,Lock_2007(PhD Thesis)
,,,31_04,,,120.503,23.115,153.594,0.573,,,0.037,,,,,AHe,Lock_2007(PhD Thesis)
,,,31_04,,,120.503,23.115,153.594,2.285,,,0.035,,,,,AHe,Lock_2007(PhD Thesis)
,,,30_04,,,120.513,23.115,360.975,2.7,,,0.0815,,,,,AHe,Lock_2007(PhD Thesis)
,,,30_04,,,120.513,23.115,360.975,2,,,0.0595,,,,,AHe,Lock_2007(PhD Thesis)
,,,31_04,,,120.503,23.115,153.594,7.1,,,0.2125,,,,,AHe,Lock_2007(PhD Thesis)
,,,3_04,,,120.803,24.037,294.3,2.1,,,0.0625,,,,,AHe,Lock_2007(PhD Thesis)
,,,3_04,,,120.803,24.037,294.3,2.6,,,0.0795,,,,,AHe,Lock_2007(PhD Thesis)
,,,3_04,,,120.803,24.037,294.3,4.4,,,0.131,,,,,AHe,Lock_2007(PhD Thesis)
,,,14_04,,,120.946,24.067,412,2.6,,,0.0775,,,,,AHe,Lock_2007(PhD Thesis)
,,,14_04,,,120.946,24.067,412,4.1,,,0.124,,,,,AHe,Lock_2007(PhD Thesis)
,,,14_04,,,120.946,24.067,412,3.4,,,0.1025,,,,,AHe,Lock_2007(PhD Thesis)
,,,9_04,,,120.87,24.077,313.199,2.6,,,0.0765,,,,,AHe,Lock_2007(PhD Thesis)
,,,9_04,,,120.87,24.077,313.199,2.5,,,0.074,,,,,AHe,Lock_2007(PhD Thesis)
,,,7_04,,,120.861,24.079,331.763,4.3,,,0.128,,,,,AHe,Lock_2007(PhD Thesis)
,,,7_04,,,120.861,24.079,331.763,3.5,,,0.1055,,,,,AHe,Lock_2007(PhD Thesis)
,,,7_04,,,120.861,24.079,331.763,3.6,,,0.108,,,,,AHe,Lock_2007(PhD Thesis)
,,,8_04,,,120.858,24.08,337.971,3.7,,,0.11,,,,,AHe,Lock_2007(PhD Thesis)
,,,8_04,,,120.858,24.08,337.971,3.5,,,0.1035,,,,,AHe,Lock_2007(PhD Thesis)
,,,8_04,,,120.858,24.08,337.971,3.1,,,0.092,,,,,AHe,Lock_2007(PhD Thesis)
Diagram E - Northern Bolivia,,,Z-3,,granite,-68.0736,-16.1047,2040,6.7,,,1.2,,,,,AFT,Benjamin_1987(Geology) *9
,,,Z-4,,granite,-68.093,-16.1238,2380,11.4,,,1,,,,,AFT,Benjamin_1987(Geology) *9
,,,Z-5,,granite,-68.1105,-16.1316,2680,8,,,0.8,,,,,AFT,Benjamin_1987(Geology) *9
,,,Z-6,,granite,-68.1175,-16.1511,3000,14.1,,,1.9,,,,,AFT,Benjamin_1987(Geology) *9
,,,Z-7,,granite,-68.1292,-16.1642,3300,4.9,,,0.9,,,,,AFT,Benjamin_1987(Geology) *9
,,,Z-9,,granite,-68.1386,-16.17,3450,9,,,1,,,,,AFT,Benjamin_1987(Geology) *9
,,,Z-10,,granite,-68.1206,-16.2383,4280,10.3,,,1.6,,,,,AFT,Benjamin_1987(Geology) *9
,,,Z-11,,granite,-68.1178,-16.2742,4560,15.5,,,1,,,,,AFT,Benjamin_1987(Geology) *9
,,,Z-12,,granite,-68.128,-16.2856,4780,11.7,,,1.7,,,,,AFT,Benjamin_1987(Geology) *9
,,AL1,B811-1,,,-68.818,-16.682,3900,9.87,,,0.84,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,AL2,B811-4,,,-68.807,-16.668,4450,37.2,,,3.3,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,EC1,B721-5,,,-67.766,-16.902,2320,2.63,,,0.53,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,EC2,B721-2,,,-67.7521,-16.896,2240,4.89,,,1.38,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,EC3,725-13,,,-67.9742,-16.3331,3770,85.8,,,13.5,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,EC4,JB01-K3,,,-67.7009,-16.0874,1020,101,,,27,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,IA1,JB01-L3,,,-67.5213,-15.8398,840,30.8,,,12.8,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,IA2,JB01-M1,,,-67.5252,-15.8035,1200,42.2,,,8.8,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,IA3,JB01-M4,,,-67.5032,-15.7825,600,14,,,1.4,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,IA4,JB01-M7,,,-67.4894,-15.7659,760,10.5,,,1.4,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,IA5,JB01-M8,,,-67.4971,-15.7229,1160,10.9,,,1.1,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,IA6,JB01-N1,,,-67.4972,-15.6967,1480,11.5,,,1,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,IA7,722-20,,,-67.4887,-15.704,1301,18.7,,,4.8,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,IA8,JB01-N2,,,-67.4872,-15.6755,1400,12.3,,,1.1,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,SA1,JB01-N3,,,-67.4408,-15.596,522,116,,,7,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,SA2,721-14,,,-67.257,-15.5262,801,75.5,,,18.8,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,SA3,JB01-04,,,-67.1365,-15.3952,820,6.62,,,0.46,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,SA4,JB01-06,,,-67.1077,-15.3704,640,51.5,,,2.8,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,SA5,JB01-09,,,-67.0723,-15.235,790,91.4,,,4.7,,,,,AFT,Barnes_2006(Earth and Planetary Science Letters) *9
,,EC1,05JBBL070,,,-66.95,-18,3874,17.7,,,10.6,,,,,AFT,Barnes_2012(Geology) *9
,,EC2,05JBBL071,,,-67.02,-17.88,3684,40.3,,,2.5,,,,,AFT,Barnes_2012(Geology) *9
,,EC3,05JBBL067,,,-66.66,-17.71,3998,43,,,2.4,,,,,AFT,Barnes_2012(Geology) *9
,,EC6,05JBBL065,,,-66.45,-17.66,3559,57.1,,,3.9,,,,,AFT,Barnes_2012(Geology) *9
,,EC7,05JBBL064,,,-66.43,-17.66,3209,20.7,,,2.1,,,,,AFT,Barnes_2012(Geology) *9
,,EC7*10,05JBBL064z,,,-66.43,-17.66,3209,604,,,28,,,,,AFT,Barnes_2012(Geology) *9
,,EC8,05JBBL062,,,-66.36,-17.6,2761,7.3,,,2.4,,,,,AFT,Barnes_2012(Geology) *9
,,IA1,05JBBL060,,,-65.89,-17.23,3154,0.5,,,0.5,,,,,AFT,Barnes_2012(Geology) *9
,,IA2,05JBBL059,,,-65.9,-17.17,2772,126,,,50,,,,,AFT,Barnes_2012(Geology) *9
,,IA3,05JBBL058,,,-65.82,-17.19,1787,8.1,,,1.8,,,,,AFT,Barnes_2012(Geology) *9
,,SA1,05JBBL056,,,-65.74,-17.16,1762,5.6,,,1,,,,,AFT,Barnes_2012(Geology) *9
,,SA2,05JBBL055,,,-65.68,-17.1,882,4.1,,,0.7,,,,,AFT,Barnes_2012(Geology) *9
,,SA3,05JBBL054,,,-65.65,-17.06,611,1.8,,,1.3,,,,,AFT,Barnes_2012(Geology) *9
,,SA4,05JBBL052,,,-65.55,-17.02,410,3,,,0.7,,,,,AFT,Barnes_2012(Geology) *9
,,AL1,B815-5,,,-68.67,-18.49,3950,83.5,,,10.4,,,,,AFT,Barnes_2012(Geology) *9
,,AL2,B815-1,,,-68.67,-18.48,4144,43.2,,,6.8,,,,,AFT,Barnes_2012(Geology) *9
,,EC4,B611-5,,,-66.61,-17.72,3850,68.9,,,4.9,,,,,AFT,Barnes_2012(Geology) *9
,,EC5,66-7,,,-66.51,-17.69,3600,28,,,2.8,,,,,AFT,Barnes_2012(Geology) *9
,,C1A,,,,-68.242,-16.076,4630,19.3,,,3.2,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C1B,,,,-68.243,-16.077,4640,20,,,1.7,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C1C,,,,-68.242,-16.076,4630,19.1,,,2.6,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C2,,,,-68.17,-15.997,2875,9.1,,,1.4,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C3,,,,-68.173,-16.003,2735,6.4,,,1,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C4,,,,-68.173,-15.991,3070,10.7,,,1,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C5,,,,-68.177,-15.989,3380,10.9,,,1.4,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C7,,,,-68.235,-15.987,4115,19.2,,,1.6,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C8,,,,-68.253,-16.005,4388,23,,,4.3,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C9,,,,-68.263,-16.025,4580,17.9,,,1.4,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C10A,,,,-68.287,-16.052,4800,12.5,,,1.1,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C10B,,,,-68.287,-16.052,4800,17.6,,,1.5,,,,,AFT,Safran_2006(Journal of Geology) *9
,,C11,,,,-68.296,-16.058,5020,14.7,,,2.1,,,,,AFT,Safran_2006(Journal of Geology) *9
,,T1,,,,-67.887,-16.485,4640,5.7,,,0.7,,,,,AFT,Safran_2006(Journal of Geology) *9
,,T2,,,,-67.876,-16.487,4490,6.1,,,0.8,,,,,AFT,Safran_2006(Journal of Geology) *9
,,T3,,,,-67.869,-16.48,4290,9.8,,,2.7,,,,,AFT,Safran_2006(Journal of Geology) *9
,,T4,,,,-67.862,-16.476,4080,6.5,,,1,,,,,AFT,Safran_2006(Journal of Geology) *9
,,T5,,,,-67.845,-16.469,3800,8,,,1,,,,,AFT,Safran_2006(Journal of Geology) *9
,,T6,,,,-67.832,-16.455,3500,5.5,,,0.8,,,,,AFT,Safran_2006(Journal of Geology) *9
,,T7,,,,-67.4907,-16.441,3240,10.5,,,1.1,,,,,AFT,Safran_2006(Journal of Geology) *9
,,Z10 *11,,,,-68.122,-16.242,4280,10.3,,,1.6,,,,,AFT,Safran_2006(Journal of Geology) *9
,,Z11 *11,,,,-68.12,-16.277,4560,15.5,,,1,,,,,AFT,Safran_2006(Journal of Geology) *9
,,Z12 *11,,,,-68.128,-16.286,4780,11.7,,,1.7,,,,,AFT,Safran_2006(Journal of Geology) *9
,,Z3 *11,,,,-68.076,-16.109,2040,6.7,,,1.2,,,,,AFT,Safran_2006(Journal of Geology) *9
,,Z4 *11,,,,-68.093,-16.127,2380,11.4,,,1,,,,,AFT,Safran_2006(Journal of Geology) *9
,,Z5 *11,,,,-68.111,-16.135,2680,8,,,0.8,,,,,AFT,Safran_2006(Journal of Geology) *9
,,Z6 *11,,,,-68.119,-16.153,3000,14.1,,,1.9,,,,,AFT,Safran_2006(Journal of Geology) *9
,,Z7 *11,,,,-68.129,-16.166,3300,4.9,,,0.9,,,,,AFT,Safran_2006(Journal of Geology) *9
,,Z9 *11,,,,-68.14,-16.175,3450,9,,,1,,,,,AFT,Safran_2006(Journal of Geology) *9
,,IA2-1,JB01-M2,,,-67.5048,-15.8073,700,31.7,,,7.9,,,,,AFT,McQuarrie_2008(Tectonics) *9
,,IA1-2,723-13,,,-67.5079,-15.8239,875,60,,,19.6,,,,,AFT,McQuarrie_2008(Tectonics) *9
,,IA3-1,JB01-M5,,,-67.505,-15.7779,1023,13.2,,,1.1,,,,,AFT,McQuarrie_2008(Tectonics) *9
,,IA1-1,JB01-L4,,,-67.5298,-15.8305,1160,30.3,,,5.5,,,,,AFT,McQuarrie_2008(Tectonics) *9
,,IA3-2,JB01-M6,,,-67.4232,-15.8266,1680,79.9,,,7.9,,,,,AFT,McQuarrie_2008(Tectonics) *9
,,EC2-1,05JBBL050,,,-67.72,-16.8766,2148,49.8,,,2.1,,,,,AFT,McQuarrie_2008(Tectonics) *9
,,EC2-1 Zircon,05JBBL051,,,-67.72,-16.8766,2148,551,,,25,,,,,AFT,McQuarrie_2008(Tectonics) *9
,,EC3-2,724-18,,,-67.7849,-16.2539,2286,42.1,,,6.4,,,,,AFT,McQuarrie_2008(Tectonics) *9
,,EC0-1,05JBBL049,,,-67.7959,-16.9637,2529,4.4,,,0.5,,,,,AFT,McQuarrie_2008(Tectonics) *9
,,EC3-1,725-10,,,-67.9125,-16.3122,3246,12.6,,,2.3,,,,,AFT,McQuarrie_2008(Tectonics) *9
,,EC2-2,725-16,,,-68.0408,-16.3381,4572,8.3,,,1.65,,,,,AFT,McQuarrie_2008(Tectonics) *9
,Northern (Amaguaya) Transect,,RJG7,,Yani Granite ,-68.22982,-15.91397,3042,8.6,,,0.7,,,,,AFT,Gillis_2006(Tectonics)
,,,RJG8,,Yani Granite ,-68.24128,-15.92668,3343,10.5,,,0.9,,,,,AFT,Gillis_2006(Tectonics)
,,,RJG9,,Yani Granite ,-68.24524,-15.93896,3414,10,,,0.9,,,,,AFT,Gillis_2006(Tectonics)
,,,RJG1,,Yani Granite ,-68.25494,-15.95422,3805,16.2,,,1.3,,,,,AFT,Gillis_2006(Tectonics)
,,,03RJG15,,Yani Granite ,-68.27124,-15.96353,3976,15.4,,,1.5,,,,,AFT,Gillis_2006(Tectonics)
,,,RJG2,,Yani Granite ,-68.27564,-15.97359,4074,10.3,,,0.9,,,,,AFT,Gillis_2006(Tectonics)
,,,RJG3,,Yani Granite ,-68.29033,-15.98879,4335,17.9,,,1.8,,,,,AFT,Gillis_2006(Tectonics)
,,,03RJG16,,Illampu Granite,-68.29955,-16.02932,4612,14.3,,,1.2,,,,,AFT,Gillis_2006(Tectonics)
,,,RJG4,,Illampu Granite,-68.29516,-16.03861,4714,10.4,,,1.7,,,,,AFT,Gillis_2006(Tectonics)
,,,RJG5,,Illampu Granite,-68.3057,-16.05169,5020,11.2,,,3.7,,,,,AFT,Gillis_2006(Tectonics)
,,,RJG6,,Illampu Granite,-68.30482,-16.07279,5363,18.2,,,1.1,,,,,AFT,Gillis_2006(Tectonics)
,Central Rio (Zongo) Transect,,RZG19,,Huayana Potosí granite,-68.14203,-16.26947,5400,16.3,,,1,,,,,AFT,Gillis_2006(Tectonics)
,Southern (Quimsa Cruz) Transect,,QCG7,,Quimsa Cruz granite (Mina Argentina) ,-67.40954,-16.85137,3900,6.8,,,0.6,,,,,AFT,Gillis_2006(Tectonics)
,,,QCG6,,Quimsa Cruz granite (Mina Argentina) ,-67.42966,-16.8544,4438,5.8,,,0.5,,,,,AFT,Gillis_2006(Tectonics)
,,,QCG5,,Quimsa Cruz granite (Mina Viloco) ,-67.46099,-16.8632,4830,15.5,,,1.3,,,,,AFT,Gillis_2006(Tectonics)
,,,QCG4,,Quimsa Cruz granite (Mina Viloco) ,-67.48111,-16.86155,5108,16.2,,,2.4,,,,,AFT,Gillis_2006(Tectonics)
,,,Z-3,,granite,-68.0736,-16.1047,2040,36,,,1.3,,,,,ZFT,Benjamin_1987(Geology) *9
,,,Z-4,,granite,-68.093,-16.1238,2380,31.9,,,1.45,,,,,ZFT,Benjamin_1987(Geology) *9
,,,Z-5,,granite,-68.1105,-16.1316,2680,38.2,,,6.45,,,,,ZFT,Benjamin_1987(Geology) *9
,,,Z-9,,granite,-68.1386,-16.17,3450,46,,,2,,,,,ZFT,Benjamin_1987(Geology) *9
,,,Z-10,,granite,-68.1206,-16.2383,4280,62.8,,,2.35,,,,,ZFT,Benjamin_1987(Geology) *9
,,,Z-11,,granite,-68.1178,-16.2742,4560,101,,,4.7,,,,,ZFT,Benjamin_1987(Geology) *9
,,,Z-12,,granite,-68.128,-16.2856,4780,78.6,,,3.3,,,,,ZFT,Benjamin_1987(Geology) *9
,,,RJG7,,Yani Granite ,-68.22982,-15.91397,3042,42.9,,,1.1,,,,,MAr,Gillis_2006(Tectonics)
,,,RJG8,,Yani Granite ,-68.24128,-15.92668,3343,52.4,,,1.3,,,,,MAr,Gillis_2006(Tectonics)
,,,RJG1,,Yani Granite ,-68.25494,-15.95422,3805,55,,,2,,,,,MAr,Gillis_2006(Tectonics)
,,,EC3a,,,−67.974,−16.333,3770,15.72,,,0.295,,,,,ZHe,Barnes_2006(Earth and Planetary Science Letters) *9
,,,EC3b,,,−67.974,−16.333,3770,20.62,,,0.495,,,,,ZHe,Barnes_2006(Earth and Planetary Science Letters) *9
,,,EC3c,,,−67.974,−16.333,3770,33.35,,,4.05,,,,,ZHe,Barnes_2006(Earth and Planetary Science Letters) *9
Diagram F - Northern Argentinia,,09AA14,09AA14_Z_1,Cretaceous porphyry dike (Ksg),,-68.6786,-21.8397,4274,56.72,,,0.97,,,,,ZHe,Reiners_2015(Geodynamics)
,,09AA14,09AA14_Z_2,Cretaceous porphyry dike (Ksg),,-68.6786,-21.8397,4274,58.56,,,0.98,,,,,ZHe,Reiners_2015(Geodynamics)
,,09AA14,09AA14_Z_3,Cretaceous porphyry dike (Ksg),,-68.6786,-21.8397,4274,59.02,,,1.03,,,,,ZHe,Reiners_2015(Geodynamics)
,,09AA18,09AA18_Z_1,Cretaceous porphyry dike (Ksg),,-68.6944,-21.8338,3655,59.69,,,1.09,,,,,ZHe,Reiners_2015(Geodynamics)
,,09AA18,09AA18_Z_2,Cretaceous porphyry dike (Ksg),,-68.6944,-21.8338,3655,60.49,,,1.06,,,,,ZHe,Reiners_2015(Geodynamics)
,,09AA18,09AA18_Z_3,Cretaceous porphyry dike (Ksg),,-68.6944,-21.8338,3655,55.29,,,0.96,,,,,ZHe,Reiners_2015(Geodynamics)
